Unique_Investment_Identifier,Business_Case_ID,Agency_Code,Agency_Name,Investment_Title,Unique_Project_ID,Project_ID,Project_Name,Start_Date,Completion_Date,Project_LifeCycle_Cost,Schedule_Variance_days,Schedule_Variancne_perc,Schedule_Color,Cost_Variance_mil,Cost_Variance,Cost_Color
005-000002335,1263,5,Department of Agriculture,USDA Security Operations Center (SOC),5_0,6445,Network Assessment,01/10/2012,30/09/2014,2,0,0,Green,0,0,Green
005-000002335,1263,5,Department of Agriculture,USDA Security Operations Center (SOC),6,6447,"Identity, Credential, and Access Management",01/10/2012,30/09/2014,5.466,0,0,Green,0,0,Green
005-000002335,1263,5,Department of Agriculture,USDA Security Operations Center (SOC),7,6449,Compliance and Oversight,01/10/2012,30/09/2014,3.716,0,0,Green,0,0,Green
005-000002335,1263,5,Department of Agriculture,USDA Security Operations Center (SOC),7_1,6451,Assessment and Authorization,01/10/2012,30/09/2014,2.384,0,0,Green,0,0,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D11221,1230,Balance of Payments Process Modernization,20/08/2011,30/09/2012,1.24,0,0,Green,0.1931,15.57,Yellow
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D11222,1231,National Accounts Modernization,20/08/2011,31/03/2012,0.413,0,0,Green,-0.013,-3.25,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O11111,1235,FY 11 Releases,01/10/2010,30/09/2011,9.696,0,0,Green,-0.001,-0.04,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O11112,1236,FY11 Controls Testing,01/10/2010,30/09/2011,0.59,7,7.69,Green,0,0,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O12111,1237,FY12 Releases,01/10/2011,30/09/2012,9.76,2,0.55,Green,0.08,0.82,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O12112,1238,FY12 Controls Testing,01/10/2011,30/09/2012,0.6,0,0,Green,0,0,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O12113,1239,Consolidated Infrastructure Logging,15/08/2011,31/03/2012,0.175,0,0,Green,-0.01,-5.71,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O12114,1240,DNSSEC,01/09/2011,31/12/2011,0.03,0,0,Green,0,0,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O12115,1241,HSPD-12,01/09/2011,30/09/2012,0.16,28,7.09,Green,0.055,34.38,Red
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D12311,2886,Cross Survey Data Validation,03/01/2012,28/09/2012,0.532,0,0,Green,0.1138,21.39,Yellow
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D12312,2887,Seasonal Adjustment,03/01/2012,29/06/2012,0.4,-91,-51.12,Red,0.1012,28.91,Yellow
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D12313,2888,Tabling Utility,03/01/2012,28/09/2012,0.49,0,0,Green,0.0807,16.47,Yellow
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D12314,2889,Regional Income Aggregation,03/01/2012,30/09/2012,0.35,0,0,Green,0.2054,58.69,Red
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D12315,3197,National Accounts Modernization Phase 2,21/05/2012,30/09/2012,0.48,0,0,Green,0.005,1.04,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D13316,3199,National Accounts Benchmark Support,01/10/2012,31/03/2013,0.5,-3,-1.66,Green,0.0034,0.77,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D13317,3201,Balance of Payments Process Modernization Phase 2,01/10/2012,31/03/2013,0.65,-5,-2.76,Green,-0.0201,-3.2,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D13318,3203,DID Modernization Phase 2,01/10/2012,30/09/2013,0.475,0,0,Green,-0.0243,-8.02,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D13319,3205,Industry Accounts Modernization,01/10/2012,02/01/2013,0.1,3,3.23,Green,0.0608,70.7,Red
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O13111,4441,FY13 Releases,01/10/2012,30/09/2013,10,0,0,Green,0.02,0.2,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O13112,4443,FY13 Controls Testing,01/10/2012,30/09/2013,0.61,0,0,Green,0.003,0.49,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O14111,4445,FY14 Releases,01/10/2013,30/09/2014,11,0,0,Green,0,0,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252O14112,4447,FY14 Controls Testing,01/10/2013,30/09/2014,0.5,0,0,Green,0,0,Green
006-000525200,629,6,Department of Commerce,BEA Estimation Information Technology System (BEA-EITS),5252D14311,6123,Sell it Everywhere,01/01/2014,27/09/2014,1.5,0,0,Green,0,0,Green
006-000400100,648,6,Department of Commerce,Census - American Community Survey (ACS),4001M02001,1242,Data Collection,01/10/2011,30/09/2012,11.365234,0,0,Green,5.982236,52.64,Red
006-000400100,648,6,Department of Commerce,Census - American Community Survey (ACS),4001M02002,1243,Data Processing,01/10/2011,30/09/2012,15.796858,0,0,Green,3.069062,19.43,Yellow
006-000400100,648,6,Department of Commerce,Census - American Community Survey (ACS),4001M02003,1244,Data Dissemination,01/10/2011,30/09/2012,14.328,0,0,Green,1.952866,13.63,Yellow
006-000400100,648,6,Department of Commerce,Census - American Community Survey (ACS),4001D12006,4393,Data Processing Reengineering,24/09/2012,30/09/2014,9.076352,0,0,Green,0,0,Green
006-000400100,648,6,Department of Commerce,Census - American Community Survey (ACS),4001M11005,4395,Interface Control Documents (ICDs) and Testing,03/10/2011,30/09/2013,2.121,0,0,Green,0,0,Green
006-000400900,678,6,Department of Commerce,Census - Geographic Support Systems (GSS),4009D11001,985,Address Updates,01/11/2011,30/09/2013,12.824599,0,0,Green,0.751111,7.17,Green
006-000400900,678,6,Department of Commerce,Census - Geographic Support Systems (GSS),4009D11002,986,Feature Updates,01/11/2011,30/09/2013,14.534012,0,0,Green,0.049029,0.36,Green
006-000400900,678,6,Department of Commerce,Census - Geographic Support Systems (GSS),4009D12003,4199,Data Quality,01/08/2012,15/10/2013,8.46883,-15,-3.53,Green,0.000128,0,Green
006-000401000,680,6,Department of Commerce,Census - Local Employment Dynamics IT Support (LED),4010D10002,987,Self-Employment Data,01/10/2010,30/03/2012,0.555,0,0,Green,0.0148,5.17,Green
006-000401000,680,6,Department of Commerce,Census - Local Employment Dynamics IT Support (LED),4010D10003,988,Federal Worker Data,01/10/2010,30/06/2012,0.675,0,0,Green,0.0521,9.51,Green
006-000401000,680,6,Department of Commerce,Census - Local Employment Dynamics IT Support (LED),4010D10004,989,Firm Age and Size,01/10/2010,06/07/2012,1.6,-86,-18.74,Yellow,0.481,34.48,Red
006-000401000,680,6,Department of Commerce,Census - Local Employment Dynamics IT Support (LED),4010D10005,990,National Indicators,01/10/2010,30/09/2014,3.27,0,0,Green,0.4965,21,Yellow
006-000401000,680,6,Department of Commerce,Census - Local Employment Dynamics IT Support (LED),4010D11006,991,Job-to-Job Flow,03/10/2011,30/09/2015,5.529,0,0,Green,0.08475,3.87,Green
006-000401000,680,6,Department of Commerce,Census - Local Employment Dynamics IT Support (LED),4010D11007,992,Web Enhancements,03/01/2011,30/03/2012,1.238,-61,-23.19,Yellow,-0.0162,-3.7,Green
006-000401000,680,6,Department of Commerce,Census - Local Employment Dynamics IT Support (LED),4010M10001,993,Delivery of Data Products,01/10/2010,30/09/2015,10.5,0,0,Green,0.091,1.39,Green
006-000310100,701,6,Department of Commerce,NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS),3101D06001,1475,AWIPS II Migration,01/03/2006,31/03/2012,30.161314,114,62.64,Red,1.5826,62.8,Red
006-000310100,701,6,Department of Commerce,NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS),3101D07001,1476,N-AWIPS Migration,01/10/2007,30/09/2014,7.849,0,0,Green,0.10279,5.41,Green
006-000310100,701,6,Department of Commerce,NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS),3101D08001,1477,Collaboration,01/07/2008,31/12/2014,8.972,0,0,Green,0.330902,16.55,Yellow
006-000310100,701,6,Department of Commerce,NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS),3101D08002,1478,Data Delivery,01/07/2008,30/09/2014,8.824,0,0,Green,-0.06496,-1.62,Green
006-000310100,701,6,Department of Commerce,NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS),3101D08003,1479,Thin Client,01/07/2008,30/06/2012,2.281,-173,-63.37,Red,0.114368,15.25,Yellow
006-000310100,701,6,Department of Commerce,NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS),3101D11001,1480,Information Generation,01/10/2010,30/09/2014,5.549,0,0,Green,0.464825,10.45,Yellow
006-000310100,701,6,Department of Commerce,NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS),3101D12002,1482,Weather Event Simulator Integration,01/10/2011,30/09/2012,3.386,-10,-2.74,Green,0.729166,72.92,Red
006-000310100,701,6,Department of Commerce,NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS),3101M11001,1483,AWIPS,01/10/2010,30/09/2011,63.352,0,0,Green,8.723,13.77,Yellow
006-000310100,701,6,Department of Commerce,NOAA/NWS/ Advanced Weather Interactive Processing System (AWIPS),3101D12003,6549,CRS2AWIPS,02/04/2012,31/12/2015,1.65,0,0,Green,0.061218,3.82,Green
006-000310400,703,6,Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),3104M10001,1484,WCOSS Task Orders (five year base period),23/09/2010,14/02/2017,90,0,0,Green,0.004,0.01,Green
006-000310400,703,6,Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),3104M12001,1485,WCOSS Bridge Contract FY11/FY13,19/07/2011,30/09/2013,21.86,0,0,Green,0.003,0.01,Green
006-000310400,703,6,Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),3104M12002,1486,Government furnished facilities for Bridge Contract  FY12/FY13,01/10/2011,30/09/2013,2.4,0,0,Green,0.129,8.6,Green
006-000310400,703,6,Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),3104M12003,1487,WCOSS Network FY12/FY13,01/10/2011,30/09/2013,3.936,60,8.22,Green,0.569,14.46,Yellow
006-000310400,703,6,Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),3104M12004,1488,WCOSS Dissemination Services FY12/FY13,01/10/2011,30/09/2013,1.05,0,0,Green,0,0,Green
006-000310400,703,6,Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),3104M12005,1489,WCOSS Transition and Restore Operational Capabilities (five year base period),12/12/2011,14/02/2017,17,113,15.33,Yellow,-24.66,-145.06,Red
006-000310400,703,6,Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),3104M12006,1490,NCEP R&amp;DHPCS,01/10/2011,14/02/2017,65.375,0,0,Green,0.883,3.28,Green
006-000310400,703,6,Department of Commerce,NOAA/NWS/ NCEP Weather and Climate Operational Supercomputer Systems (WCOSS Primary and Backup),3104M13007,1491,WCOSS IT Security,02/01/2012,14/02/2017,0.675,0,0,Green,0.214,69.26,Red
006-000312500,707,6,Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),3125P1012,1506,Business Process Requirements,01/06/2010,31/03/2015,9.187,0,0,Green,0.272079,5.32,Green
006-000312500,707,6,Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),3125D10101,3187,NextGen Web Services Portal Project,01/06/2010,30/09/2015,108.774,0,0,Green,1.356966,5.08,Green
006-000312500,707,6,Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),3125D10103,3189,Forecaster Applications,01/03/2010,31/03/2015,3.067,0,0,Green,0.065363,2.82,Green
006-000312500,707,6,Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),3125D10104,3191,Verification Services,01/05/2010,31/03/2015,3.26,0,0,Green,0.016532,1.21,Green
006-000312500,707,6,Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),3125D10105,3193,Models and Guidance,01/09/2010,31/03/2015,2.764,0,0,Green,0.157054,6.86,Green
006-000312500,707,6,Department of Commerce,NOAA/NWS/ Next Generation Air Transportation System (NextGen),3125D10102,5551,Weather Element R&amp;D,01/06/2010,01/04/2015,3.917,0,0,Green,-0.072789,-2.65,Green
006-000380400,711,6,Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,3804M09001,1317,Development facility,16/06/2009,15/12/2011,27.6,0,0,Green,0,0,Green
006-000380400,711,6,Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,3804M09002,1318,Research HPC-ORNL,18/06/2009,02/05/2012,49.06,0,0,Green,0,0,Green
006-000380400,711,6,Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,3804M10003,1319,R&amp;D HPCS,25/08/2010,28/02/2012,40.7,-3,-0.54,Green,0,0,Green
006-000380400,711,6,Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,3804M11004,1320,Hurricane Forecast Improvement (HFIP),10/05/2011,02/12/2011,2.47,-10,-4.85,Green,0,0,Green
006-000380400,711,6,Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,3804M11005,2933,GFDL Data Portal,01/11/2011,29/02/2012,1.383,-6,-5,Green,0,0,Green
006-000380400,711,6,Department of Commerce,NOAA/OCIO/ NOAA R&amp;D High Performance Computing System,3804M11007,3123,FY12 Hurricane Forecast Improvement (HFIP),16/03/2012,30/09/2012,2.424,0,0,Green,0,0,Green
006-000400700,715,6,Department of Commerce,Census - Economic Census and Surveys,4007D11004,979,StEPS II Survey IT Development,01/07/2011,11/06/2014,13.972011,0,0,Green,-0.535666,-3.83,Green
006-000400700,715,6,Department of Commerce,Census - Economic Census and Surveys,4007M11001,980,Census and Related survey IT support for collection and processing,01/07/2011,30/09/2013,82.960476,0,0,Green,1.402045,1.69,Green
006-000400700,715,6,Department of Commerce,Census - Economic Census and Surveys,4007M11002,981,COGS survey IT support for collection and processing,01/07/2011,30/09/2012,0.927026,0,0,Green,-0.286729,-30.93,Red
006-000400700,715,6,Department of Commerce,Census - Economic Census and Surveys,4007D12005,6547,AES Direct - User Interface Redesign,26/09/2012,29/04/2015,2.76342,0,0,Green,0,0,Green
006-000400800,716,6,Department of Commerce,Census - Field Support Systems,4008M02001,983,2014 R&amp;D of CAPI Device,03/10/2011,05/10/2012,0.3684,0,0,Green,0.260438,70.69,Red
006-000400800,716,6,Department of Commerce,Census - Field Support Systems,4008M02002,984,HSPD 12,03/10/2011,30/03/2012,0.48,98,56.98,Red,0.076704,99.1,Red
006-000400800,716,6,Department of Commerce,Census - Field Support Systems,4008D11003,5041,Field Restructuring,03/10/2011,14/12/2012,1.0395,0,0,Green,-0.090133,-9.55,Green
006-000400800,716,6,Department of Commerce,Census - Field Support Systems,4008D12004,5043,CAPI Refresh Acquisition,01/10/2012,30/09/2013,0.4332,30,11.03,Yellow,0.129253,29.84,Yellow
006-000400800,716,6,Department of Commerce,Census - Field Support Systems,4008D14006,5047,NextGen R&amp;D,01/10/2012,30/09/2013,0.7117,0,0,Green,0,0,Green
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0510O10001,1962,Prior Year Adjustments for Advice Corrections,01/07/2011,23/01/2012,0.704857,0,0,Green,0.044179,11.16,Yellow
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0510O11002,1963,CBS Next Gen,01/07/2011,31/12/2012,6.12603,-242,-44.08,Red,0,0,Green
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0510O11003,1964,Automated Standard Application for Payments (ASAP) Interface - AR 22289,03/10/2011,28/12/2012,0.595912,-245,-54.2,Red,-0.038668,-6.49,Green
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0510O11004,1965,Government Treasury Account Symbol (GTAS) Implementation,24/05/2011,01/04/2013,2.084374,-274,-40.41,Red,0.647469,31.06,Red
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0510O11005,1966,SGL Digit Increase (includes TAS from 21 to 27 Characters),01/07/2011,30/09/2012,1.4151,-331,-83.38,Red,0.158185,11.18,Yellow
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0510O11006,2934,CCR - System for Award Management (SAM),03/10/2011,28/09/2012,0.377089,-395,-129.93,Red,0.022567,5.98,Green
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0510O11007,2935,Application/Hardware Refresh,01/07/2011,31/12/2012,4.07484,-242,-44.08,Red,0.423607,10.4,Yellow
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0512O12009,6291,Summary Level Transfer,03/12/2012,31/07/2013,0.319648,0,0,Green,0.208,65.07,Red
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0512O14008,6293,Payment Application Module,07/01/2013,30/09/2014,1.01462,0,0,Green,-0.028602,-2.9,Green
006-000051000,721,6,Department of Commerce,Commerce Business Systems (CBS),0513O13010,6295,ASAP TAS/BETC Planning Package,07/01/2013,28/06/2013,0.001,-63,-36.63,Red,0,0,Green
006-000400300,724,6,Department of Commerce,Census - Data Access and Dissemination System (DADS),4003D1102A,7532,Replacement Tabulation System - Project 1,01/07/2011,23/10/2012,1.558091,-25,-5.49,Green,-0.451108,-29.38,Yellow
006-000400300,724,6,Department of Commerce,Census - Data Access and Dissemination System (DADS),4003D1103A,7533,Replacement Dissemination System - Requirements Management and Analysis - Project 2,01/07/2011,28/09/2012,2.179936,-40,-10.99,Yellow,0.063536,3.8,Green
006-000400300,724,6,Department of Commerce,Census - Data Access and Dissemination System (DADS),4003D1104A,7534,Replacement Dissemination System - Architecture Analysis and Management - Project 3,01/07/2011,29/06/2013,2.821184,-63,-8.65,Green,0.345896,12.26,Yellow
